"County","AndersonCounty","BedfordCounty","BentonCounty","BledsoeCounty","BlountCounty","BradleyCounty","CampbellCounty","CannonCounty","CarrollCounty","CarterCounty","CheathamCounty","ChesterCounty","ClaiborneCounty","ClayCounty","CockeCounty","CoffeeCounty","CrockettCounty","CumberlandCounty","DavidsonCounty","DecaturCounty","DeKalbCounty","DicksonCounty","DyerCounty","FayetteCounty","FentressCounty","FranklinCounty","GibsonCounty","GilesCounty","GraingerCounty","GreeneCounty","GrundyCounty","HamblenCounty","HamiltonCounty","HancockCounty","HardemanCounty","HardinCounty","HawkinsCounty","HaywoodCounty","HendersonCounty","HenryCounty","HickmanCounty","HoustonCounty","HumphreysCounty","JacksonCounty","JeffersonCounty","JohnsonCounty","KnoxCounty","LakeCounty","LauderdaleCounty","LawrenceCounty","LewisCounty","LincolnCounty","LoudonCounty","McMinnCounty","McNairyCounty","MaconCounty","MadisonCounty","MarionCounty","MarshallCounty","MauryCounty","MeigsCounty","MonroeCounty","MontgomeryCounty","MooreCounty","MorganCounty","ObionCounty","OvertonCounty","PerryCounty","PickettCounty","PolkCounty","PutnamCounty","RheaCounty","RoaneCounty","RobertsonCounty","RutherfordCounty","ScottCounty","SequatchieCounty","SevierCounty","ShelbyCounty","SmithCounty","StewartCounty","SullivanCounty","SumnerCounty","TiptonCounty","TrousdaleCounty","UnicoiCounty","UnionCounty","VanBurenCounty","WarrenCounty","WashingtonCounty","WayneCounty","WeakleyCounty","WhiteCounty","WilliamsonCounty","WilsonCounty"
"PickettCounty",103.8,147.6,208.8,89.8,130.6,131.1,95.6,98.1,240.4,232.8,146.2,256,124.7,41.8,174.3,112.2,271.3,63.7,119.7,222.4,75.1,166.4,295.9,302.9,30.4,139,277.1,191.4,157.4,186.1,111.2,157,134.8,159.1,285.3,245.5,180.4,278.3,234.5,232,171.5,190.8,189.8,45.9,148.1,261.8,117.3,318.6,302.8,203.1,197.7,150.6,117.3,126,269.5,74.3,255.2,125.7,161,164.4,111,127.9,167.4,133.9,69.9,294.3,26.1,213,6.8,151.9,42.1,95.5,92.2,144.3,119.8,63.1,101.6,147.8,324.5,77.1,203,215.5,119.3,307.9,82.9,223.2,127.6,74.6,85.7,210.6,222.7,267.6,57,139.1,95.1
"PolkCounty",111.9,157,265.5,68.1,76.4,22.1,142.4,144.3,297.1,220.6,208.2,312.7,150.5,152.8,162.1,124.2,328,91.8,183.5,279.1,129.3,223.2,352.6,359.6,124,119.5,333.8,178.6,137.1,173.9,104,144.8,48.8,181,317.5,256,185.2,335,291.2,295.8,227.8,248.7,246.5,147.9,135.9,249.6,103.3,375.4,359.5,203.6,236.3,149.3,78,39.8,293,187.8,311.9,79.9,177.6,203,52.4,50.7,231.2,144.8,122.6,351,128.1,255.1,151.9,10.8,125.8,56.7,91.6,213.4,160.5,158.6,82.2,108.1,381.2,158.2,266.8,203.3,206.1,364.6,176.9,195.7,127.7,95.5,113.9,198.4,233.2,324.3,104.8,184.7,183.3
"PutnamCounty",95.8,108.4,169.6,55,104.5,105,113.7,58.9,201.2,218.6,107,216.8,142.8,43,160.1,73,232.1,37.6,80.5,183.2,35.9,127.2,256.7,263.7,46.8,99.8,237.9,152.2,135.1,171.9,72,142.8,95.5,179,246.1,206.3,183.2,239.1,195.3,192.8,132.3,151.6,150.6,19.1,133.9,247.6,101.3,279.4,263.6,163.9,158.5,111.4,91.2,99.9,230.3,67.4,216,86.5,121.8,125.2,84.9,101.8,128.2,94.7,60.2,255.1,22.9,173.8,42.1,125.8,10.3,69.4,66,105.1,80.6,81.2,62.3,133,285.3,37.9,163.8,201.3,80.1,268.7,56.6,209,125.7,35.4,46.5,196.4,183.5,228.4,17.8,99.9,55.8
"RheaCounty",66.6,129.9,233.5,26.1,72.8,35.9,94.9,92,265.2,190.6,171,280.8,124,96.4,132.1,98.4,296.1,35.5,144.5,247.2,86.5,191.2,320.6,327.7,67.6,113.5,301.8,172.6,107.2,143.9,72.2,114.8,42.2,151,310,250,155.3,303,259.2,256.8,196.3,215.6,214.6,91.5,106,219.6,73.3,343.4,327.6,197.6,196.4,143.3,48,43.3,287,131.4,279.9,69.5,150.5,163.1,28.2,45.1,192.2,120.1,52.6,319.1,71.8,237.7,95.5,56.7,69.4,9.4,36.9,169.1,115,82.9,45.4,105.1,349.3,101.9,227.8,173.3,144,332.7,120.5,181.1,97.7,53.5,71.9,168.4,227.2,292.3,61.9,163.9,119.8
"RoaneCounty",31.5,169,230.2,61,40.2,70.8,59.8,110.6,261.8,154.3,167.6,277.4,88.9,93.1,95.8,117,292.7,32.5,141.1,243.8,96.5,187.8,317.2,324.3,64.3,143.8,298.5,212.8,70.8,107.6,109.7,78.5,74.5,114.7,306.7,266.8,118.9,299.6,255.9,253.4,192.9,212.2,211.2,88.1,69.6,183.3,37,340,324.2,224.5,219.1,155.4,26.9,50.7,290.9,128,276.5,107,182.4,185.8,34.4,44,188.8,138.6,25.7,315.7,68.4,234.4,92.2,91.6,66,36.9,10.2,165.7,141.2,56,82.8,68.7,345.9,98.5,224.4,137,140.6,329.3,117.2,144.7,61.4,79.3,90.5,132.1,244,288.9,61.7,160.5,116.4
"RobertsonCounty",195.4,84,97.4,152.9,204.1,194.9,213.3,83.9,116.4,318.2,25.1,160,258.5,89.2,259.7,96.3,175.3,137.2,30.7,126.4,85.3,49.3,194.4,206.9,146.4,123,147.9,104.9,234.8,271.5,132.9,242.4,177.5,278.6,189.3,163.3,282.9,182.2,138.4,100.9,83.9,64.6,78.5,88.1,233.6,347.2,200.9,193.9,206.8,116.6,109.2,120,190.8,199.6,173.4,58,159.1,137.5,85.6,77.9,184.5,201.4,36.3,114.5,159.9,167.6,125.2,116.9,144.3,213.4,105.1,169.1,165.7,11.2,60.4,180.8,142.8,232.7,228.5,71.5,71.9,300.9,29.8,211.9,51.8,308.7,225.3,133.3,101.8,296,136.1,125.9,115.7,52.2,50.5
"RutherfordCounty",170.9,31,112.5,89.6,179.7,141.9,188.8,25.3,144.1,293.8,55.2,159.7,218,100.4,235.3,43.3,175,112.8,30.5,126.1,39.8,70.1,199.5,206.6,122,70.1,180.8,77,210.3,247,80,217.9,124.6,254.1,189,131,258.4,181.9,138.1,142.8,74.8,95.7,93.5,78,209.1,322.7,176.4,222.3,206.5,88.7,83.3,61.1,166.3,169.4,151.3,68.3,158.9,84.5,46.6,50,160.1,176.9,78.2,61.6,135.4,198,100.7,102.1,119.8,160.5,80.6,115,141.2,60.4,12.9,156.4,84.3,208.2,228.2,53.3,113.8,276.4,48.8,211.6,51.9,284.2,200.9,70,43.2,271.6,108.2,171.2,62.7,36.7,26
"ScottCounty",43.4,184.1,245.3,96.3,75.3,137.8,36.4,134.6,276.9,173.6,182.7,292.5,65.6,87.2,115.2,148.7,307.8,70.2,156.2,258.9,111.6,202.9,332.4,339.4,34.5,175.5,313.6,227.9,98.2,126.9,147.7,97.8,124.8,99.9,321.8,282,121.2,314.8,271,268.5,208,227.3,226.3,91.3,89,202.6,58.1,355.1,339.3,239.6,234.2,187.1,87.6,117.7,306,119.7,291.7,142.3,197.5,200.9,90.2,102.3,203.9,170.4,30.9,330.8,65.1,249.5,63.1,158.6,81.2,82.9,56,180.8,156.4,11.9,118.2,88.7,361,113.6,239.5,156.3,155.8,344.4,132.3,164.1,68.4,111.1,122.2,151.4,259.2,304.1,93.5,175.6,131.6
"SequatchieCounty",112.6,107,195,22.6,117.8,63.6,140.8,61.4,226.6,235.4,137.7,242.2,170,102.5,176.9,74.1,257.5,51.6,113,208.6,69.3,152.6,282,289.1,83.8,69.5,263.3,128.6,151.9,188.6,33.3,159.6,39.6,195.8,267.4,205.9,200,264.5,220.7,225.3,157.3,178.2,176,82.8,150.7,264.4,118,304.8,289,153.6,165.8,99.2,93,91.1,242.9,122.6,241.4,25,127.6,132.5,73.3,90.2,160.7,94.8,97.2,280.5,82.4,184.6,101.6,82.2,62.3,45.4,82.8,142.9,84.3,118.2,8.4,149.8,310.7,93.1,196.3,218.1,135.3,294.1,111.8,225.8,142.5,29.7,41.3,213.2,183.1,253.7,44.8,114.2,111
"SevierCounty",59.2,236,297.1,127.9,31.6,114.3,72.5,177.6,328.8,110.5,234.6,344.4,82.1,160,36.2,184,359.7,99.5,208.1,310.8,163.4,254.8,384.2,391.3,119.2,209.4,365.4,279.8,47.6,63.8,176.6,40.8,138.7,70.9,373.6,333.8,75.2,366.6,322.8,320.3,259.8,279.2,278.1,155.1,25.9,139.5,34.6,407,391.1,291.5,286.1,239.2,54.2,77.7,357.8,195,343.5,169.8,249.4,252.7,98.9,61.5,255.8,205.6,78.4,382.7,135.4,301.3,147.8,108.1,133,105.1,68.7,232.7,208.2,88.7,149.8,12.6,412.9,165.5,291.4,93.2,207.6,396.3,184.1,101,53,146.3,157.4,88.3,311,355.9,128.6,227.4,183.4
"ShelbyCounty",375.6,251.8,137.1,315.9,384.3,362.7,393.5,251.7,110.2,498.4,193.4,81.1,422.6,292.2,439.9,264.1,74.1,317.4,203.4,120.1,265.5,169.7,83.8,34.9,326.6,257.3,92.5,183.8,415,451.7,300.7,422.6,345.3,458.8,64.7,110.8,463.1,54.8,102.7,132,160.7,175.1,149.9,282.6,413.8,527.4,381.1,102.6,59.2,166.1,156.6,214.8,371,390.1,88.4,261,75.9,305.3,214.9,192.4,364.7,381.6,197.6,232.3,340.1,112.6,305.3,133.8,324.5,381.2,285.3,349.3,345.9,228.5,228.2,361,310.6,412.9,14.4,258,162.3,481.1,233.4,35,248.1,488.9,405.5,296.3,269.5,476.2,143.4,117.5,295.9,198.5,230.7
"SmithCounty",128.2,81.1,142.2,85.7,136.9,137.5,146.1,40.2,173.9,251,79.7,189.5,175.2,49.3,192.5,67.3,204.8,70,53.2,155.9,31.6,99.9,229.3,236.4,79.2,94,210.5,124.8,167.6,204.3,92.7,175.2,126.3,211.4,218.7,178.9,215.7,211.7,167.9,165.4,104.9,124.3,123.2,26.9,166.4,280,133.7,252.1,236.3,136.6,131.2,111.2,123.6,132.3,202.9,31.7,188.6,108.5,94.5,97.8,117.3,134.2,100.9,88.9,92.7,227.8,58,146.4,77.1,158.2,37.9,101.9,98.5,71.5,53.3,113.6,93.1,165.5,258,9.3,136.5,233.7,46.4,241.4,20.8,241.5,158.1,66.1,54,228.8,156.1,201,48.5,72.6,28.5
"StewartCounty",254.1,137.4,53.3,201.5,262.9,248.3,272,137.3,57.2,376.9,65,110.7,306.4,161.7,318.4,149.7,98.7,195.9,84.1,84.7,144.1,49.6,111,140.7,205.1,176.4,79.3,126.6,293.5,330.2,186.3,301.1,230.9,337.3,127.8,121.6,341.6,110.4,84.7,32.3,78.2,19,42.1,153.9,292.3,405.9,259.6,110.5,135.8,132.4,97.9,152,249.5,258.3,124.1,130.5,92.9,190.9,117.6,93.7,243.2,260.1,35.4,167.9,218.6,84.2,183.9,79.7,203,266.8,163.8,227.8,224.4,71.9,113.8,239.5,196.2,291.4,162.3,136.5,11.4,359.6,102.9,140.1,117.6,367.4,284,181.9,155.1,354.7,112.6,57.4,174.4,89.1,109.2
"SullivanCounty",126.9,304.2,365.4,196.2,116.4,182.5,140.1,245.8,397,25,302.8,412.6,94.3,228.3,69.3,252.2,427.9,167.8,276.3,379,231.7,323,452.5,459.5,186.9,277.7,433.7,348,77,38.8,244.9,60.3,207,72.4,441.9,402.1,41.4,434.9,391.1,388.6,328.1,347.4,346.4,223.4,71,51.3,102.3,475.2,459.4,359.7,354.3,307.4,132.4,162.4,426.1,263.2,411.8,238.1,317.6,321,167.2,145.1,324,273.9,146.1,450.9,203.6,369.6,215.5,203.3,201.3,173.3,137,300.9,276.4,156.3,218.1,93.2,481.1,233.7,359.6,10.7,275.9,464.5,252.4,38.1,107.9,214.6,225.7,28.2,379.3,424.1,196.9,295.7,251.6
"SumnerCounty",170.4,76.6,117.7,127.9,179.1,187.5,188.3,68.8,149.3,293.2,49.3,164.9,217.4,70,234.7,88.9,180.2,112.2,33.6,131.3,60.3,75.3,204.8,211.8,121.4,115.7,186,107.8,209.7,246.5,125.6,217.4,170.2,253.6,194.2,168.3,257.8,187.2,143.4,131.9,88.8,97.7,98.7,63,208.5,322.2,175.9,227.6,211.7,119.5,114.1,106.7,165.8,174.5,178.4,38.8,164.1,130.1,88.5,80.8,159.5,176.4,67.3,107.2,134.8,198.6,100.1,121.9,119.3,206.1,80.1,144,140.6,29.8,48.8,155.8,135.3,207.6,233.4,46.4,102.9,275.9,12,216.8,26.8,283.6,200.3,108.3,82.3,271,139.1,157,90.7,55.1,25.5
"TiptonCounty",359,235.2,120.5,299.3,367.8,346.1,376.9,235.1,93.6,481.8,176.9,79.8,406,275.6,423.3,247.5,54.4,300.8,186.9,103.5,248.9,153.1,49.2,42.8,310,274.2,72.8,185.8,398.4,435.1,284.1,406,328.7,442.2,66.6,112.7,446.5,32,86.1,109.8,144.1,158.6,133.3,266.1,397.2,510.8,364.5,68,24.7,168.1,140,232.8,354.4,373.6,90.3,244.4,59.3,288.7,198.4,175.9,348.1,365,181.1,250.2,323.5,78,288.8,117.3,307.9,364.6,268.7,332.7,329.3,211.9,211.6,344.4,294,396.3,35,241.4,140.1,464.5,216.8,11.2,231.5,472.3,388.9,279.7,252.9,459.6,145.3,102,279.3,182,214.1
"TrousdaleCounty",146.9,79.7,132.4,104.4,155.6,156.1,164.8,58.9,164,269.7,64,179.6,193.9,48.8,211.2,92,194.9,88.7,48.3,146,50.3,90,219.4,226.5,97.9,118.8,200.7,123.5,186.3,223,111.4,193.9,145,230.1,208.9,177.6,234.4,201.9,158.1,146.6,103.5,112.4,113.4,37.4,185,298.7,152.4,242.2,226.4,135.2,129.8,109.8,142.3,151,193.1,17.6,178.8,133.2,93.1,96.5,136,152.9,82,110.3,111.3,213.3,64.7,136.6,82.9,176.9,56.6,120.5,117.2,51.8,51.9,132.3,111.8,184.1,248.1,20.8,117.6,252.4,26.8,231.5,5.6,260.1,176.8,84.8,72.7,247.5,154.8,171.6,67.2,71.2,27.1
"UnicoiCounty",134.6,312,373.1,203.9,124.2,190.3,147.9,253.6,404.8,24.4,310.5,420.4,109.3,236,70,260,435.7,175.5,284.1,386.8,239.4,330.8,460.2,467.3,194.6,285.4,441.4,355.8,92,39.4,252.6,68,214.7,92.8,449.6,409.8,61.8,442.6,398.8,396.3,335.8,355.2,354.1,231.1,78.8,53.4,110,483,467.1,367.5,362.1,315.2,140.1,170.1,433.8,271,419.5,245.8,325.4,328.7,174.9,152.8,331.8,281.6,153.8,458.7,211.4,377.3,223.2,195.7,209,181.1,144.7,308.7,284.2,164.1,225.8,101,488.9,241.5,367.4,38.1,283.6,472.3,260.1,7,122.9,222.3,233.4,20.1,387,431.9,204.6,303.5,259.4
"UnionCounty",39,228.6,289.8,120.6,44.4,106.9,52.3,170.2,321.4,125.2,227.2,337,25.9,152.7,79.5,176.6,352.3,92.2,200.7,303.4,156.1,247.4,376.9,383.9,99,202.1,358.1,272.4,54.3,85.7,169.3,55.8,131.4,49,366.3,326.5,70.3,359.3,315.5,313,252.5,271.8,270.8,147.8,53.3,154.2,27.3,399.6,383.8,284.1,278.7,231.8,56.8,86.8,350.5,187.6,336.2,162.5,242,245.4,91.6,71.5,248.4,198.3,68.4,375.3,128,294,127.6,127.7,125.7,97.7,61.4,225.3,200.9,68.4,142.5,53,405.5,158.1,284,107.9,200.3,388.9,176.8,122.9,8.1,139,150.1,110.2,303.7,348.6,121.3,220.1,176.1
"VanBurenCounty",109.1,84.9,180.6,28.1,117.8,74.7,137.4,47,212.2,231.9,123.3,227.8,166.5,75.5,173.4,53.4,243.1,48.1,98.6,194.2,42.3,138.3,267.7,274.7,76.7,80.2,248.9,121.2,148.4,185.2,39.3,156.1,62.9,192.3,257.1,199.2,196.5,250.1,206.3,210.9,142.9,163.8,161.6,55.8,147.2,260.9,114.6,290.5,274.6,156.8,151.4,91.8,104.5,96.4,219.4,95.7,227,53.8,105.5,118.1,81.4,98.3,146.3,75.1,90.1,266.1,55.4,170.2,74.6,95.5,35.4,53.5,79.3,133.3,70,111.1,29.7,146.3,296.3,66.1,181.9,214.6,108.3,279.7,84.8,222.3,139,8.5,26.9,209.7,176.4,239.4,17.8,99.8,84.1
"WarrenCounty",120.2,58.1,153.8,46.5,128.9,93.2,148.5,20.3,185.5,243,96.5,201.1,177.6,86.6,184.5,26.7,216.3,59.3,71.8,167.4,23.8,111.5,240.9,247.9,87.8,53.4,222.1,94.4,159.6,196.3,38.8,167.2,74.4,203.4,230.3,172.4,207.7,223.3,179.5,184.1,116.1,137,134.8,56.7,158.3,272,125.7,263.7,247.8,130,124.6,65.1,115.6,114.8,192.6,83.6,200.2,59.9,78.7,91.3,99.8,116.7,119.5,48.3,101.3,239.4,66.5,143.4,85.7,113.9,46.5,71.9,90.5,101.8,43.2,122.2,41.2,157.4,269.5,54,155.1,225.7,82.3,252.9,72.7,233.4,150.1,26.9,10.7,220.8,149.6,212.6,28.9,73,58.1
"WashingtonCounty",122,299.3,360.5,191.3,111.5,177.6,135.3,240.9,392.1,18.5,297.9,407.7,96.6,223.4,57.4,247.4,423,162.9,271.4,374.1,226.8,318.2,447.6,454.6,182,272.8,428.8,343.1,79.4,26.8,240,55.4,202.1,83.3,437,397.2,51.6,430,386.2,383.7,323.2,342.5,341.5,218.5,66.1,47.5,97.4,470.4,454.5,354.8,349.4,302.5,127.5,157.5,421.2,258.4,406.9,233.2,312.7,316.1,162.3,140.2,319.1,269,141.2,446,198.7,364.7,210.6,198.4,196.4,168.4,132.1,296,271.6,151.4,213.2,88.3,476.2,228.8,354.7,28.2,271,459.6,247.5,20.1,110.2,209.7,220.8,9.3,374.4,419.3,192,290.8,246.8
"WayneCounty",273.8,104.2,86.2,196,282.5,214.6,291.6,131.7,96.3,396.6,110.7,81,320.8,203.3,338.1,125.8,118,215.6,106.2,56.7,146.4,86.9,142.6,113.7,224.8,122.9,123.8,53.9,313.1,349.9,152.7,320.8,197.3,357,89.8,36.3,361.2,125,68.5,107.3,58.4,96.5,71.2,180.8,311.9,425.6,279.3,165.4,149.5,36.2,36.8,84.9,269.1,242.1,56.5,166.6,98.2,157.2,77.5,58.6,236.4,258.6,114.9,102.3,238.2,150.2,203.5,39,222.7,233.2,183.5,227.2,244,136.1,108.2,259.2,183.1,311,143.4,156.1,112.6,379.3,139.1,145.3,154.8,387,303.7,176.4,149.6,374.4,14,123.5,169.3,84.2,128.9
"WeakleyCounty",318.7,194.8,49.6,259,327.4,305.7,336.5,194.7,27.4,441.5,117.9,80.9,365.7,215.7,383,207.1,45.5,260.5,146.5,72.3,208.6,94.1,53.7,95.9,269.7,233.9,30.3,161.3,358,394.7,243.8,365.6,288.4,401.9,90.7,96.6,406.1,68.2,55,26.2,103.8,76.1,69.3,225.7,356.8,470.5,324.1,53.1,78.5,147.1,108.8,192.4,314,333.2,94.4,184.5,56.4,248.3,158,135.5,307.8,324.6,92.6,209.8,283.1,26.8,248.4,86.1,267.6,324.3,228.4,292.3,288.9,125.9,171.2,304.1,253.6,355.9,117.5,201,57.4,424.1,157,102,171.6,431.9,348.6,239.4,212.6,419.3,123.5,12.4,239,141.6,173.8
"WhiteCounty",91.4,86.9,180.2,37.4,100.1,84,119.7,49,211.8,214.2,117.6,227.4,148.8,57.9,155.7,55.5,242.7,30.5,91.1,193.8,24.7,137.9,267.3,274.3,59.1,82.2,248.5,123.2,130.7,167.5,54.4,138.4,78,174.6,256.7,192.1,178.8,249.7,205.9,203.4,142.9,162.2,161.2,38.2,129.5,243.2,96.9,290.1,274.2,149.7,144.3,93.8,86.8,92.4,212.3,78.1,226.6,68.9,107.5,111,77.4,94.3,138.8,77.1,72.5,265.8,37.8,163.1,57,104.8,17.8,61.9,61.7,115.7,62.7,93.5,44.8,128.6,295.9,48.5,174.4,196.9,90.7,279.3,67.2,204.6,121.3,17.8,28.9,192,169.3,239,10,97.8,66.5
"WilliamsonCounty",190.2,51.4,82.8,119.4,198.9,166.1,208.1,55.1,114.5,313,41.3,130.1,237.2,119.7,254.5,67.5,145.4,132,22.3,96.5,74.9,40.5,169.9,176.9,141.2,80.9,151.1,59.7,229.6,266.3,104.2,237.2,148.8,273.4,159.3,107,277.7,152.3,108.5,105.9,45.1,73.1,63.8,97.2,228.4,342,195.7,192.7,176.8,64.6,59.2,74.8,185.6,193.6,127.2,82.7,129.2,108.7,40.4,25.9,179.3,196.2,68.4,79.4,154.7,168.4,119.9,78,139.1,184.7,99.9,163.9,160.5,52.2,36.7,175.6,114.1,227.4,198.5,72.6,89.1,295.7,55.1,182,71.2,303.5,220.1,99.8,73,290.8,84.2,141.6,97.8,12.4,45.3
"WilsonCounty",146.1,53.8,115,103.7,154.9,164.7,164,44.6,146.6,269,52.4,162.2,193.2,75.6,210.5,66.1,177.5,87.9,25.9,128.6,36.1,72.6,202.1,209.1,97.2,92.9,183.3,97.6,185.5,222.2,102.8,193.1,147.4,229.3,191.5,151.7,233.6,184.5,140.7,138.2,77.7,97,96,53.2,184.3,297.9,151.6,224.8,209,109.3,103.9,83.9,141.5,150.3,175.7,43.5,161.4,107.3,67.2,70.6,135.3,152.1,73.6,84.4,110.6,200.5,75.9,119.2,95.1,183.3,55.8,119.8,116.4,50.5,26,131.6,111,183.4,230.7,28.5,109.2,251.6,25.5,214.1,27.1,259.4,176.1,84.1,58.1,246.8,128.9,173.8,66.5,45.3,12.4
