"County","AlamanceCounty","AlexanderCounty","AlleghanyCounty","AnsonCounty","AsheCounty","AveryCounty","BeaufortCounty","BertieCounty","BladenCounty","BrunswickCounty","BuncombeCounty","BurkeCounty","CabarrusCounty","CaldwellCounty","CamdenCounty","CarteretCounty","CaswellCounty","CatawbaCounty","ChathamCounty","CherokeeCounty","ChowanCounty","ClayCounty","ClevelandCounty","ColumbusCounty","CravenCounty","CumberlandCounty","CurrituckCounty","DareCounty","DavidsonCounty","DavieCounty","DuplinCounty","DurhamCounty","EdgecombeCounty","ForsythCounty","FranklinCounty","GastonCounty","GatesCounty","GrahamCounty","GranvilleCounty","GreeneCounty","GuilfordCounty","HalifaxCounty","HarnettCounty","HaywoodCounty","HendersonCounty","HertfordCounty","HokeCounty","HydeCounty","IredellCounty","JacksonCounty","JohnstonCounty","JonesCounty","LeeCounty","LenoirCounty","LincolnCounty","McDowellCounty","MaconCounty","MadisonCounty","MartinCounty","MecklenburgCounty","MitchellCounty","MontgomeryCounty","MooreCounty","NashCounty","NewHanoverCounty","NorthamptonCounty","OnslowCounty","OrangeCounty","PamlicoCounty","PasquotankCounty","PenderCounty","PerquimansCounty","PersonCounty","PittCounty","PolkCounty","RandolphCounty","RichmondCounty","RobesonCounty","RockinghamCounty","RowanCounty","RutherfordCounty","SampsonCounty","ScotlandCounty","StanlyCounty","StokesCounty","SurryCounty","SwainCounty","TransylvaniaCounty","TyrrellCounty","UnionCounty","VanceCounty","WakeCounty","WarrenCounty","WashingtonCounty","WataugaCounty","WayneCounty","WilkesCounty","WilsonCounty","YadkinCounty","YanceyCounty"
"NewHanoverCounty",185.4,263.1,305.5,152.4,319.9,319.6,132.2,170.4,54.6,36.1,335.3,279.8,207,279.1,218.9,90.1,194.8,262.1,167.5,430,186,418,257.8,59.5,88.1,95.8,230.3,233.9,220.5,254.9,56.1,154.6,153.8,234.7,154.4,229.2,193.3,423,173.1,103.5,210.2,167.6,128,348.9,312.2,173.9,105.8,189.1,239.2,374.3,106.6,84.7,131.4,83.5,233,304.2,391.8,353.2,143.8,202.7,331.3,176.4,131,137.6,9.3,185.5,57.7,164,109,210.5,22.5,195.6,182.4,112.5,292.2,202.8,133.8,89.8,236.9,213.7,279.3,78.6,115.2,182.5,259.7,273.1,386.4,335,197.2,181.1,175.7,135.3,190.3,164.9,320.7,93.1,288.7,118.8,261.3,335.5
"NorthamptonCounty",130.7,241.4,250.9,215.4,265.2,291.3,101.3,57.9,175.6,215.3,321.5,265.9,221,265.2,93.1,159.1,118.5,244,137.8,428.1,86.3,421.1,285.2,201.4,125.2,139.2,106.1,155.6,181.3,200.3,135.2,99.9,60.1,180,66.4,258.3,54,421,77.3,93.3,155.6,21.8,133.9,347,339.2,37.4,163.2,145.4,224.6,372.3,94.4,133.9,139.3,108.9,250,290.3,389.9,345.6,76.2,242.2,317.4,187.1,162.2,52.2,185.5,12.1,157.9,115.4,134.3,89.1,164.1,100.7,98.2,79.5,321.4,173.1,190.1,173.9,151.6,205.1,300,132.1,181.1,208.3,205.1,218.4,384.5,353.4,122.8,244.2,60.2,99.2,41.9,88.9,266,95.1,234.1,70.3,206.7,321.7
"OnslowCounty",181.2,291.9,301.4,191,315.7,341.8,83,114.7,93.4,91.5,372,316.4,247.2,315.8,163.2,38.5,190.6,294.5,163.3,478.6,130.2,471.6,294.7,103.2,38.9,106.7,174.6,184.7,216.3,250.8,47.6,150.4,110.5,230.6,135.7,267.8,152.9,471.5,169,68.5,206.1,139.9,123.9,397.5,350.8,133.8,129.4,139.9,275.1,422.8,102.5,35.6,140,51.2,285,340.8,440.4,396.1,96.5,241.4,367.9,184.4,153.9,118.9,57.7,157.9,15.5,159.8,59.9,154.8,43.3,139.9,178.2,77.4,330.9,198.6,167.9,124.5,232.7,240.1,317.9,74.4,147.3,205.6,255.6,268.9,435,403.9,148,219.8,171.5,131.1,167.9,115.7,316.5,79.4,284.6,91.9,257.2,372.2
"OrangeCounty",22.7,133.4,142.8,120.1,157.1,183.2,149.3,157.6,136.5,193.8,213.4,157.9,112.9,157.2,206.1,179,33.3,136,33.6,320,173.1,313.1,178.9,162.3,145.1,100.1,217.4,233.6,73.3,92.2,113.7,17.1,100.2,72,57,150.3,162.8,312.9,45.2,107.7,47.5,113.9,60.2,238.9,231.9,146.2,89.3,206.2,116.6,264.2,60.8,135.6,44,110.7,141.9,182.3,281.8,237.5,130.9,134.1,209.4,94.4,66.9,83.1,164,115.4,159.8,10.3,166,197.7,142.6,182.7,34.9,117.3,213.3,65.6,94.8,134.8,74.2,97.1,192,100.9,94.4,102.1,97,110.4,276.4,245.3,196.9,151.5,55.3,31.9,74.5,164.6,158,87.9,126,81.5,98.6,213.6
"PamlicoCounty",187.4,298.1,307.6,236.6,321.9,348,54.4,86.1,144.9,142.8,378.2,322.6,253.4,322,134.6,53.1,196.8,300.8,169.5,484.8,101.6,477.8,313.4,154.5,21.8,151.1,145.9,156.1,222.5,257,90.8,156.6,90.5,236.8,137.1,286.5,124.3,477.7,175.2,74.9,212.3,130.9,145.7,403.7,369.5,105.2,175,111.3,281.3,429,107.1,45.1,161.8,57.6,291.2,347,446.6,402.3,67.9,270.4,374.1,210.8,185.8,109.3,109,134.3,59.9,166,12.2,126.2,94.6,111.3,184.4,61.6,349.6,204.8,213.5,185.7,238.9,246.3,336.6,113.6,192.9,240,261.8,275.1,441.2,410.1,119.4,265.4,163.2,137.4,149.9,87.1,322.7,85.8,290.8,98,263.4,378.4
"PasquotankCounty",207.1,317.8,327.3,281.3,341.6,367.7,84.3,56.5,212,240.3,397.9,342.3,287.5,341.7,8.8,154.2,216,320.5,203.6,504.5,30.6,497.5,347.5,238.4,120.3,191,20.2,69.6,256.6,276.7,162.3,176.4,99.2,256.5,144.7,320.6,37.7,497.4,159.8,119.3,232,104.2,185.6,423.4,403.6,56.8,214.9,82,301,448.7,146.1,140,205.1,129.1,325.3,366.7,466.3,422,65.3,304.5,393.8,253,228,118.1,210.5,89.1,154.8,197.7,126.2,8.8,189.1,16.6,180.6,98.7,383.7,238.9,255.9,225.6,258.6,280.5,370.8,180.7,232.8,274.1,281.5,294.9,460.9,429.8,59.3,310,142.6,165.1,124.3,46.2,342.4,142.2,310.5,116.6,283.1,398.1
"PenderCounty",164,274.6,284.1,167.2,298.4,324.5,124.1,149,58.2,50.8,354.7,299.1,229.9,298.5,197.5,78.9,173.4,277.3,146.1,461.3,164.5,454.4,270.8,74.2,73.6,89.4,208.9,225,199.1,233.5,34.7,133.1,132.4,213.3,133,243.9,171.9,454.2,151.7,82.1,188.8,146.2,106.6,380.2,327,152.5,112.1,181.1,257.9,405.5,85.2,68.6,122.7,62.1,247.7,323.6,423.1,378.8,122.4,217.5,350.7,167.1,136.6,116.2,22.5,164.1,43.3,142.6,94.6,189.1,15.7,174.2,160.9,91.1,307,181.3,148.5,104.5,215.4,222.9,294.1,57.1,130,188.4,238.3,251.7,417.7,349.8,188.4,195.9,154.2,113.9,168.9,156,299.3,71.7,267.3,97.4,239.9,354.9
"PerquimansCounty",192.2,302.9,312.4,266.3,326.7,352.8,69.4,41.6,197.1,225.4,383,327.4,272.6,326.8,25,139.3,201.1,305.5,188.7,489.6,15.7,482.6,332.6,223.5,105.4,176.1,36.4,81.1,241.7,261.8,147.4,161.4,84.3,241.6,129.8,305.7,49.3,482.5,165.4,104.4,217.1,124.7,170.7,408.5,388.7,60.7,200,67.1,286.1,433.8,131.2,125.1,190.2,114.2,310.4,351.8,451.4,407.1,50.4,289.6,378.9,238.1,213.1,103.1,195.6,100.7,139.9,182.7,111.3,16.6,174.2,9.3,188.7,83.8,368.8,224,241,210.7,243.7,265.5,355.8,165.8,217.9,259.2,266.6,279.9,446,414.9,44.4,295.1,155.9,150.1,135.9,31.3,327.5,127.3,295.6,101.7,268.2,383.2
"PersonCounty",37.5,156.7,166.1,152.1,180.4,206.5,163.6,163.5,154.9,212.2,236.7,181.1,136.2,180.5,184.7,197.3,20.6,159.3,65.6,343.3,179.1,336.4,202.2,180.7,163.4,118.5,197.7,239.5,96.6,115.5,132,30,106.1,87.5,65.1,173.6,145.6,336.2,25.7,122,70.8,90,89.2,262.2,255.1,129,121.2,220.6,139.9,287.5,79.2,154,76,129,165.2,205.6,305.1,260.8,136.9,157.4,232.7,125.6,98.9,89.1,182.4,98.2,178.2,34.9,184.4,180.6,160.9,188.7,10.3,131.7,236.6,88.9,126.7,153.2,53.7,120.4,215.3,119.2,126.3,133.3,87.1,120.5,299.7,268.6,202.9,174.8,38,54,57.3,170.6,181.3,106.3,149.3,95.9,121.9,236.9
"PittCounty",135.2,245.9,255.4,194.5,269.7,295.8,35.1,58.6,116.4,142.3,326,270.4,207.2,269.8,107.1,81.7,144.1,248.6,123.3,432.6,74.1,425.6,267.2,142.9,47.8,108.9,118.5,134.6,176.3,204.8,64.3,104.2,35.7,184.6,76.1,240.3,81.5,425.5,119.2,22.2,160.1,76.1,103.6,351.5,323.3,62.1,132.9,92,229.1,376.8,64.1,53.5,124.8,31.1,245,294.8,394.4,350.1,31.9,224.2,321.9,172.7,147.7,54.5,112.5,79.5,77.4,117.3,61.6,98.7,91.1,83.8,131.7,13.2,303.4,158.6,171.4,143.6,186.7,200.1,290.4,85.2,150.8,193.8,209.6,222.9,389,357.9,97.9,223.3,102.2,84.8,95.1,65.6,270.5,46.7,238.6,37,211.2,326.2
"PolkCounty",192.6,96.8,163.9,139.9,127.6,81.6,335.3,343.6,241.8,286.9,42.1,58.6,102.9,73.2,392.1,362.5,216,79.7,185.2,138.6,359.1,131.6,43,247.8,328.6,223.3,403.5,419.6,142.4,125,284.7,223,286.2,145.9,263,63.7,368.8,131.5,251.2,293.7,171.1,300,220.7,57.4,20.7,352.1,201.7,392.2,99.5,82.8,244.4,319.2,201.3,294.2,65.6,48.7,100.3,61.7,317,86,75.8,147.3,182,269.1,292.1,321.4,330.9,213.3,349.6,383.7,307,368.8,236.6,303.4,7.9,155.8,165.6,210.1,183.3,117.2,26.6,258.2,186.4,125.5,166.4,154.6,94.9,43.5,382.9,112.8,261.2,220.3,280.4,350.6,97.3,271.4,108.8,267.6,137.1,75
"RandolphCounty",44.9,92.5,118.7,80.4,133,159.1,190.6,198.8,127.8,190.4,172.5,116.9,59.6,116.3,247.3,217.7,68.3,95.1,40.4,279.1,214.4,272.2,119.6,151.3,183.8,94.3,258.7,274.8,28.8,54.1,152.4,75.3,141.4,47.8,115.3,92.8,220.5,272,103.4,148.9,23.4,155.2,85,198,175.8,201.8,75,247.5,75.7,223.3,99.6,174.4,56.6,149.4,97.4,141.4,240.9,196.6,172.2,76.6,168.5,38.6,55.6,124.4,202.8,173.1,198.6,65.6,204.8,238.9,181.3,224,88.9,158.6,155.8,14.5,66.2,113.6,55.1,52.6,142.9,139.6,80.1,46.3,72.8,86.2,235.5,204.4,238.2,83.1,113.5,75.6,132.7,205.9,133.8,126.7,101.9,122.8,74.5,172.7
"RichmondCounty",101.4,136.5,183,25.8,197.4,193,203.4,215.8,83.3,128.4,208.7,153.1,80.4,152.5,264.3,203.5,132.7,135.5,78.5,303.4,231.4,296.5,129.4,89.4,192.5,60.3,275.7,291.8,84,109.3,121.7,103.8,158.4,112.2,133.6,102.6,237.5,296.3,128.3,153.6,87.7,172.2,78,222.3,185.6,218.8,39.5,260.3,112.6,247.6,113.1,183.1,54.4,146.1,106.3,177.6,265.2,226.5,189.2,76.1,204.7,47,31,141.4,133.7,190.1,167.9,94.8,213.5,255.9,148.5,241,126.7,171.4,165.6,66.2,11.3,51.7,119.5,87.1,152.7,95.2,27.9,55.9,137.2,150.6,259.8,208.4,255.2,54.5,138.4,92.6,157,222.9,183,123.4,166.2,139.8,138.8,208.9
"RobesonCounty",127,181,222.6,70.3,230.3,237.6,175.6,185.6,35.4,84.5,253.2,197.7,124.9,197,234.1,160.1,165.6,180,106,348,201.1,344.5,175.7,45.4,164.8,39.6,245.4,261.6,131.3,156.6,93.6,125.4,142.2,159.5,134.1,147.1,221.3,340.9,143.9,125.9,135.1,156,63.4,266.8,230.1,188.6,28,232.5,157.2,292.2,85.3,155.3,73.4,118.3,150.9,222.1,309.8,271.1,158.9,120.7,249.2,94.3,53.2,126,89.7,173.9,124.5,134.8,185.7,225.6,104.5,210.7,153.2,143.6,210.1,113.6,51.7,15.9,166.8,131.6,197.2,67,33.2,100.4,184.5,197.9,304.4,252.9,224.9,99.1,146.5,106.1,161.1,192.6,227.5,95.6,199.2,111.8,186.2,253.5
"RockinghamCounty",40,103,101.2,133.6,126.8,152.9,218.7,218.5,169.9,224.8,183,127.5,102.4,126.8,238.1,251.8,33.1,105.6,72.7,289.7,234.1,282.7,145.4,204.5,217.9,126.6,260.8,294.5,62.8,61.9,186.5,83.9,161.1,41.3,123.8,139.8,199,282.6,79.1,177,37,143.4,117.3,208.5,201.5,182.4,128.2,275.6,86.2,233.9,133.7,208.5,88.9,183.5,118.8,151.9,251.4,207.2,191.9,123.6,179,91.8,108.8,144.1,236.9,151.6,232.7,74.2,238.9,258.6,215.4,243.7,53.7,186.7,183.3,55.1,119.5,166.8,12.3,86.6,161.6,173.7,133.3,99.5,35.8,69.2,246.1,214.9,257.9,141,91.5,104.8,110.7,225.6,127.6,160.8,95.7,150.9,68.3,183.3
"RowanCounty",76.4,50.7,92.3,63,100,115.1,232.1,240.4,163.2,208.4,130.7,75.2,16.8,74.5,288.9,259.3,99.8,53.3,82,237.4,255.9,230.4,81,169.3,225.4,126.1,300.2,316.4,26.1,26.2,194,106.8,182.9,43.5,146.8,54.1,252.5,230.3,134.9,190.5,54.9,196.7,126.6,156.2,137.1,235.9,108,289,31,181.6,141.1,215.9,98.1,191,45.8,99.6,199.1,154.9,213.7,38,126.7,54.2,88.6,165.9,213.6,205.1,240.1,97.1,246.3,280.5,222.9,265.5,120.4,200.1,117.2,52.6,87.1,131.6,86.6,11.8,104.2,181.2,107.8,37.3,67.9,64.6,193.8,159.9,279.7,55.3,145,117.1,164.2,247.4,100.8,168.2,68.9,164.3,44.4,131
"RutherfordCounty",171.3,75.2,142.3,127,107,61,322.4,330.7,228.8,274,46.3,37,89.9,51.6,379.2,349.6,194.7,58.1,172.3,153,346.2,146,30.1,234.9,315.7,210.4,390.5,406.7,129.4,103.3,271.8,201.7,273.3,124.2,241.6,50.8,347.4,145.9,229.8,280.8,145.1,287,207.8,71.8,46.6,330.8,188.8,379.3,83.8,97.2,231.4,306.3,188.4,281.3,52.7,28.1,114.8,70.5,304,73.1,55.2,134.4,169.1,256.2,279.2,300,317.9,192,336.6,370.8,294.1,355.8,215.3,290.4,26.6,142.9,152.7,197.2,161.6,104.2,12.2,245.3,173.4,112.6,144.8,133,109.4,69.4,370,99.9,239.9,207.4,259.1,337.7,76.6,258.5,87.2,254.6,115.5,59.5
"SampsonCounty",122.3,232.9,242.4,118.3,256.7,282.8,118.2,140.6,38.3,93.3,313,257.4,151.8,256.8,189.1,110,131.7,235.6,104.4,419.6,156.1,412.7,223.8,64.7,92.6,34,200.5,216.6,157.4,191.8,28.2,91.4,100.4,171.6,84.6,195.1,163,412.5,110,64.4,147.1,114.2,52.1,338.5,278.1,143.6,56.7,175.1,216.1,363.8,43.5,73.3,68.2,58.1,198.9,281.9,381.4,337.1,114,168.7,309,105.1,81.2,84.2,78.6,132.1,74.4,100.9,113.6,180.7,57.1,165.8,119.2,85.2,258.2,139.6,95.2,67,173.7,181.2,245.3,15.8,74.6,126.3,196.6,210,376,301,179.9,147.1,112.5,72.2,127.2,147.6,257.6,41.2,225.6,66.9,198.2,313.2
"ScotlandCounty",99,157.2,196.9,46.5,211.2,213.8,182.7,192.7,64.8,109.9,229.5,173.9,101.2,173.3,241.2,182.9,129.6,156.3,78,324.2,208.2,317.3,152,70.8,171.9,39.7,252.6,268.7,97.8,123.2,101.1,103.4,149.4,126.1,133.1,123.3,228.5,317.1,127.9,133,101.6,163.1,63.9,243.1,206.3,195.7,18.1,239.6,133.4,268.4,92.5,162.5,53.9,125.4,127.1,198.3,286,247.3,166.1,96.9,225.4,60.9,30.6,133.1,115.1,181.1,147.3,94.4,192.9,232.8,130,217.9,126.3,150.8,186.4,80.1,27.9,33.2,133.3,107.8,173.4,74.6,9.2,76.7,151.1,164.4,280.6,229.2,232,75.3,137.9,92.1,156.5,199.7,203.7,102.7,180.1,119,152.7,229.7
"StanlyCounty",81.4,82.3,124,31.8,131.6,148.4,225.8,234.1,132,177.2,164.1,108.5,33.1,107.9,282.6,253,112.7,84.6,75.7,263.3,249.6,256.4,89.3,138.1,219.1,95.2,293.9,310.1,44.5,57.8,159.5,108.9,176.7,71.3,151.8,62.4,255.7,256.2,137.6,184.2,67.8,190.4,96.4,182.2,145.4,237.1,77.1,282.7,71.9,207.5,134.8,209.7,72.7,184.7,71.4,132.9,225.1,186.4,207.4,38.8,160.1,23,57.7,159.6,182.4,208.3,205.6,102.1,240,274.1,188.4,259.2,133.3,193.8,125.5,46.3,55.9,100.4,99.5,37.3,112.6,126.3,76.7,10.3,95.7,96.2,219.7,168.3,273.4,37.8,147.7,110.8,166.9,241.1,132.4,161.9,100.5,158,76,164.3
"StokesCounty",76.3,86.1,80.3,121.4,109.9,136,241.5,241.4,192.8,247.6,166.2,110.6,83.7,110,289.9,274.7,66.5,88.8,95.6,272.8,256.9,265.9,128.6,222.2,240.8,149.4,301.3,317.4,48.9,45,209.4,106.7,184,25.4,146.7,121,252.5,265.7,134.9,199.9,50.1,189.9,140.2,191.7,184.6,235.8,146,298.4,69.3,217,156.6,231.4,111.7,206.4,101.9,135.1,234.6,190.3,214.7,104.9,162.1,91.7,126.6,166.9,259.7,205.1,255.6,97,261.8,281.5,238.3,266.6,87.1,209.6,166.4,72.8,137.2,184.5,35.8,67.9,144.8,196.6,151.1,95.7,11,48.4,229.2,198.1,280.7,122.3,144.9,127.6,164.1,248.4,110.8,183.6,78.8,173.8,48,166.4
"SurryCounty",89.7,67.9,54.6,121.9,81.5,109.8,254.9,254.8,206.1,261,154.4,98.9,80.5,78.4,303.3,288.1,99.9,77,108.9,261.1,270.3,254.1,116.8,235.6,254.2,162.8,314.6,330.8,62.9,44.7,222.8,120.1,197.4,39.5,160.1,110.9,265.8,254,148.2,213.3,63.5,203.3,153.6,179.9,172.9,249.2,159.4,311.8,57.6,205.3,169.9,244.8,125.1,219.8,90.2,123.3,222.9,178.6,228.1,94.8,130.7,105.7,139.9,180.3,273.1,218.4,268.9,110.4,275.1,294.9,251.7,279.9,120.5,222.9,154.6,86.2,150.6,197.9,69.2,64.6,133,210,164.4,96.2,48.4,11.9,217.5,186.3,294.1,117.1,158.3,141,177.5,261.8,84.5,197,52.6,187.1,20.7,135
"SwainCounty",255.8,159.6,198.4,234.1,174.2,128.2,420.9,420.8,336,381.1,64.8,121.4,197.1,136.1,469.3,454.1,279.1,142.6,275,44.9,436.3,63.4,137.2,342,420.2,317.5,480.7,496.8,207.1,187.8,388.8,286.1,363.4,208.7,326.1,157.9,431.9,37.9,314.3,379.3,229.5,369.4,319.6,37.9,78.1,415.3,295.9,477.8,168.2,23.3,336,410.8,291.1,385.8,155.7,97.4,35.4,84.3,394.2,180.2,113.8,241.5,280.1,346.4,386.3,384.5,435,276.4,441.2,460.9,417.7,446,299.7,389,94.9,235.5,259.8,304.4,246.1,193.8,109.4,376,280.6,219.7,229.2,217.5,12,70.3,460.1,207.1,324.3,307,343.5,427.8,143.9,363,171.6,353.2,199.9,97.6
"TransylvaniaCounty",224.6,128.5,167.3,182.7,143.1,97.1,389.8,389.7,284.5,329.7,38.8,90.3,145.7,104.9,438.2,423,248,111.4,243.9,105.4,405.2,86.5,85.8,290.6,389.1,266.1,449.5,465.7,175.9,156.7,357.7,255,332.3,177.6,295,106.5,400.8,106.8,283.2,348.2,198.4,338.2,288.5,54.1,23.7,384.1,244.5,446.7,137.1,47.9,304.9,379.7,260,354.7,108.4,66.3,55.2,58.3,363,128.8,87.8,190.1,224.8,315.2,334.9,353.4,403.9,245.3,410.1,429.8,349.8,414.9,268.6,357.9,43.5,204.4,208.4,252.9,214.9,159.9,69.4,301,229.2,168.3,198.1,186.3,70.3,10,429,155.6,293.2,275.9,312.4,396.7,112.8,331.9,140.5,322.1,168.8,71.6
"TyrrellCounty",206.4,317.1,326.5,280.5,340.9,366.9,73.7,66.4,211.2,239.6,397.1,341.6,286.7,340.9,67.7,147.4,215.3,319.7,202.9,503.7,44.6,496.8,346.7,237.7,113.6,190.2,79.1,52.2,255.9,275.9,161.6,175.6,98.4,255.7,144,319.9,78.3,496.7,179.5,118.5,231.2,138.9,184.8,422.6,402.9,85.5,214.1,27.2,300.3,448,145.3,133.2,204.4,128.4,324.6,366,465.5,421.3,65,303.7,393.1,252.2,227.3,117.3,197.2,122.8,148,196.9,119.4,59.3,188.4,44.4,202.9,97.9,382.9,238.2,255.2,224.9,257.9,279.7,370,179.9,232,273.4,280.7,294.1,460.1,429,12.6,309.3,170.1,164.3,157.8,35.6,341.7,141.5,309.7,115.8,282.3,397.4
"UnionCounty",130.8,84.7,126.3,28.8,134,140.3,255.2,269.9,130.7,175.8,155.9,100.4,40.1,99.7,318.4,255.4,154.2,82.7,112.5,250.6,285.4,243.7,76.7,136.8,244.4,112.2,329.8,345.9,80.5,80.6,173.6,161.2,212.5,97.9,187.7,49.8,291.6,243.6,189.3,205.5,109.3,226.3,136.4,169.5,132.8,272.9,90.6,312.1,60.8,194.9,165,235,108.4,198,53.6,124.8,212.4,173.8,243.3,23.4,151.9,59.6,85.1,195.5,181.1,244.2,219.8,151.5,265.4,310,195.9,295.1,174.8,223.3,112.8,83.1,54.5,99.1,141,55.3,99.9,147.1,75.3,37.8,122.3,117.1,207.1,155.6,309.3,13,199.4,146.6,218.6,276.9,130.2,175.3,102.8,191.5,99.6,156.2
"VanceCounty",70.6,181.3,190.7,163.7,205.1,231.1,129.2,130.7,148.2,205.5,261.3,205.8,160.8,205.1,146.7,181.1,58.4,183.9,77.2,367.9,146.3,361,226.8,174,147.2,111.8,159.7,206.8,121.2,140.1,125.3,39.8,73.3,119.9,27.1,198.2,107.6,360.9,17.2,92.5,95.4,52,88.7,286.8,279.8,91,135.7,186.1,164.5,312.1,72.5,137.8,87.6,112.8,189.8,230.2,329.7,285.5,104.1,182,257.3,140,110.5,56.3,175.7,60.2,171.5,55.3,163.2,142.6,154.2,155.9,38,102.2,261.2,113.5,138.4,146.5,91.5,145,239.9,112.5,137.9,147.7,144.9,158.3,324.3,293.2,170.1,199.4,8.5,49.1,19.3,137.8,205.9,90.1,173.9,66.4,146.5,261.5
"WakeCounty",53.3,164,173.4,117.9,187.8,213.8,116.7,125,107.8,165.1,244,188.5,124.1,187.8,173.5,150.3,63.9,166.6,40.3,350.6,140.5,343.7,185.9,133.6,116.4,71.4,184.8,201,93.3,122.8,85,22.5,67.6,102.6,33.5,157.3,146.6,343.5,42.7,75.1,78.1,81.3,42,269.5,240.3,128,87,173.6,147.2,294.9,32.2,107,41.8,82,161.9,212.9,312.4,268.1,98.3,141.1,240,89.6,64.7,50.5,135.3,99.2,131.1,31.9,137.4,165.1,113.9,150.1,54,84.8,220.3,75.6,92.6,106.1,104.8,117.1,207.4,72.2,92.1,110.8,127.6,141,307,275.9,164.3,146.6,49.1,15.1,63.7,132,188.6,59.2,156.6,49,129.2,244.2
"WarrenCounty",89.8,200.5,209.9,182.3,224.3,250.4,116.9,93.1,162.8,220.1,280.5,225,180.1,224.3,128.4,187.2,77.6,203.1,96.4,387.1,121.6,380.2,246,188.6,153.3,126.4,141.4,194.5,140.4,159.4,139.9,59,61.1,139.1,33.2,217.4,89.3,380.1,36.4,98.6,114.7,33.7,103.3,306,298.3,72.7,150.4,173.8,183.7,331.4,87.1,143.9,106.2,118.9,209.1,249.4,348.9,304.7,91.8,201.3,276.5,159.2,129.1,44,190.3,41.9,167.9,74.5,149.9,124.3,168.9,135.9,57.3,95.1,280.4,132.7,157,161.1,110.7,164.2,259.1,127.2,156.5,166.9,164.1,177.5,343.5,312.4,157.8,218.6,19.3,63.7,10.8,125.5,225.1,96.1,193.1,72.5,165.8,280.8
"WashingtonCounty",174.1,284.8,294.2,248.2,308.6,334.6,41.4,32.5,178.9,207.3,364.8,309.3,254.4,308.6,54.6,115.1,183,287.4,170.6,471.4,31.5,464.5,314.4,205.4,81.2,157.9,66,72.3,223.6,243.6,129.3,143.3,66.1,223.4,111.7,287.6,65.2,464.4,147.2,86.2,198.9,106.6,152.5,390.3,370.6,51.6,181.8,58.2,268,415.6,113,100.9,172.1,96.1,292.3,333.7,433.2,389,32.7,271.4,360.8,219.9,195,85,164.9,88.9,115.7,164.6,87.1,46.2,156,31.3,170.6,65.6,350.6,205.9,222.9,192.6,225.6,247.4,337.7,147.6,199.7,241.1,248.4,261.8,427.8,396.7,35.6,276.9,137.8,132,125.5,10.6,309.4,109.2,277.4,83.5,250,365
"WataugaCounty",137.3,52.3,54.7,157.3,30.6,25.5,302.5,302.4,253.7,304.3,80.9,48.5,106.9,30.5,350.9,335.6,160.7,53.8,156.5,187.5,317.9,180.5,83.2,265.2,301.8,210.4,362.2,378.4,108.4,83.8,270.4,167.7,244.9,90.2,207.6,81.1,313.4,180.4,195.8,260.9,111.1,250.9,201.1,106.4,98.6,296.8,207,359.4,75.3,131.7,217.5,292.3,172.7,267.4,67,49.7,149.3,81.2,275.7,103.3,46.4,151.2,187.5,227.9,320.7,266,316.5,158,322.7,342.4,299.3,327.5,181.3,270.5,97.3,133.8,183,227.5,127.6,100.8,76.6,257.6,203.7,132.4,110.8,84.5,143.9,112.8,341.7,130.2,205.9,188.6,225.1,309.4,9.1,244.6,38.8,234.7,66.9,50.7
"WayneCounty",109.3,220,229.4,146.5,243.8,269.9,79.8,102.2,72.4,122.9,300,244.5,175.2,243.8,150.6,98.8,118.7,222.6,91.4,406.6,117.7,399.7,237,98.9,64.9,60.9,162,178.2,144.4,178.9,42.8,78.5,63.4,158.6,64,208.4,124.5,399.6,97,26,134.1,77.2,67.6,325.5,291.4,105.2,84.9,136.7,203.2,350.9,29,55.4,83.6,30.5,213.1,268.9,368.4,324.2,75.5,192.3,296,128.1,103.2,47.2,93.1,95.1,79.4,87.9,85.8,142.2,71.7,127.3,106.3,46.7,271.4,126.7,123.4,95.6,160.8,168.2,258.5,41.2,102.7,161.9,183.6,197,363,331.9,141.5,175.3,90.1,59.2,96.1,109.2,244.6,12.1,212.6,28.4,185.3,300.3
"WilkesCounty",105.3,26.9,31.6,128.9,37.9,64,270.5,270.4,221.8,275.9,108.6,55.4,82.4,37.5,318.9,303.7,128.8,47.4,124.6,215.2,285.9,208.3,87.2,236.8,269.8,178.4,330.3,346.4,76.5,51.9,238.4,135.8,213,58.3,175.7,78.4,281.5,208.1,163.9,228.9,79.1,219,169.2,134.1,126.3,264.9,175,327.4,43.3,159.4,185.6,260.4,140.7,235.4,64.3,77.4,177,132.7,243.8,80.5,84.9,119.3,155.6,196,288.7,234.1,284.6,126,290.8,310.5,267.3,295.6,149.3,238.6,108.8,101.9,166.2,199.2,95.7,68.9,87.2,225.6,180.1,100.5,78.8,52.6,171.6,140.5,309.7,102.8,173.9,156.6,193.1,277.4,38.8,212.6,14.2,202.8,35,89.2
