"County","AdamsCounty","AlexanderCounty","BondCounty","BooneCounty","BrownCounty","BureauCounty","CalhounCounty","CarrollCounty","CassCounty","ChampaignCounty","ChristianCounty","ClarkCounty","ClayCounty","ClintonCounty","ColesCounty","CookCounty","CrawfordCounty","CumberlandCounty","DeKalbCounty","DeWittCounty","DouglasCounty","DuPageCounty","EdgarCounty","EdwardsCounty","EffinghamCounty","FayetteCounty","FordCounty","FranklinCounty","FultonCounty","GallatinCounty","GreeneCounty","GrundyCounty","HamiltonCounty","HancockCounty","HardinCounty","HendersonCounty","HenryCounty","IroquoisCounty","JacksonCounty","JasperCounty","JeffersonCounty","JerseyCounty","JoDaviessCounty","JohnsonCounty","KaneCounty","KankakeeCounty","KendallCounty","KnoxCounty","LakeCounty","LaSalleCounty","LawrenceCounty","LeeCounty","LivingstonCounty","LoganCounty","McDonoughCounty","McHenryCounty","McLeanCounty","MaconCounty","MacoupinCounty","MadisonCounty","MarionCounty","MarshallCounty","MasonCounty","MassacCounty","MenardCounty","MercerCounty","MonroeCounty","MontgomeryCounty","MorganCounty","MoultrieCounty","OgleCounty","PeoriaCounty","PerryCounty","PiattCounty","PikeCounty","PopeCounty","PulaskiCounty","PutnamCounty","RandolphCounty","RichlandCounty","RockIslandCounty","StClairCounty","SalineCounty","SangamonCounty","SchuylerCounty","ScottCounty","ShelbyCounty","StarkCounty","StephensonCounty","TazewellCounty","UnionCounty","VermilionCounty","WabashCounty","WarrenCounty","WashingtonCounty","WayneCounty","WhiteCounty","WhitesideCounty","WillCounty","WilliamsonCounty","WinnebagoCounty","WoodfordCounty"
"MenardCounty",108,265.8,97.6,208.8,78.4,122.4,122.1,168.6,47.4,113.2,56.2,165.3,146.7,135.5,122.2,197.1,163.3,134.5,186.7,64.7,109.8,192.6,144.1,184,135.6,111.9,113.5,195.3,49.4,242.8,84,146.4,201.5,98.7,259.4,112.5,127.5,146.7,190.9,142.1,171.9,104.7,204.1,231.7,198.8,165.4,168.6,86.1,232.9,142.4,180.1,154.6,114.1,40.5,69.6,233.2,76.8,64.6,69.8,110.5,136.3,98,40.9,255.4,9.1,126.2,145,75,55.3,97.9,169.5,63,169.9,92.8,96.5,255.1,253.2,115.8,160.9,159.8,133.6,130.2,224.3,32.9,61.8,73,87.1,100.2,192,60.2,217.1,143.9,201.2,99.7,146.4,171.9,228.9,148.6,173.9,211.8,208.1,87.7
"MercerCounty",120.6,395.1,226.9,163,102.2,88.9,166.7,100.4,105.3,176.3,183.4,261.1,279.5,264.8,225.3,193.8,284.1,242.1,140.9,153.8,201.4,184.1,242.2,308.8,254.8,241.2,172.8,324.5,78.7,355.9,152,151.6,330.8,80,388.6,39.3,46.5,193.6,320.2,262.9,301.2,172.7,123.1,361,164,200.9,152.6,43.1,206.6,122.9,301,110,160.9,131.7,56.2,187.4,132.1,170.9,209.7,239.8,265.5,90.4,108.9,384.6,126.2,12.3,274.2,204.3,129.6,200.4,121,78.7,299.2,185.5,134.3,384.4,382.4,110.2,290.2,284.6,31.8,259.5,353.5,162.4,83.3,130.5,208.1,58.3,134.6,99.5,346.4,207.1,325.9,30,275.6,304.6,336.4,81.9,170.6,341.1,162.3,104.6
"MonroeCounty",160.7,115.8,70.8,320.2,148.3,256.9,92.9,303.1,155.4,202.1,113.4,168.9,123.7,65.5,155.7,308.6,168.4,145.2,298.2,166.7,173.2,304,193.7,148.2,120.5,96.9,224.9,84.2,186.8,137.4,91.9,257.8,118.1,201.5,150,227.2,260.5,255.6,72.7,147.2,88.4,72.5,352.1,123.8,310.2,274.4,280,234.1,344.3,253.9,161.7,279.1,225.5,148.4,184.4,344.7,188.2,140.8,83,42.8,90,234.2,174.5,147.4,145,274.2,10.3,86.3,113.7,159.7,306.3,197.5,55.9,183.5,123.8,147.2,118.9,250,36.3,141,281.6,23.6,116.3,115.3,158.6,112.7,131.1,234.7,343.5,179.2,95.7,232.9,165.1,214.4,62.9,121,128.6,283.1,285.4,92.9,319.5,206.8
"MontgomeryCounty",142.8,191.3,27,250.3,111.6,187,70.6,233.1,85.4,114.7,36.5,113.4,96.2,52.9,100.2,238.6,112.8,89.7,228.2,89.3,117.7,234.1,138.1,133.5,65,41.3,135.7,114,116.8,161.5,66.8,187.9,120.2,162.6,178.1,176.2,190.6,168.3,110.9,91.6,90.6,53.2,282.2,150.4,240.3,187,210.1,164.2,274.3,183.9,129.6,209.2,155.6,78.4,133.4,274.7,118.2,63.8,34.4,51.8,65.7,164.2,104.5,174.1,75,204.3,86.3,13.7,75.7,79.3,236.4,127.5,89.9,94.3,116.9,173.9,171.9,180.1,102.2,109.3,211.7,71.5,143,45.3,107.6,93.4,53.3,164.7,273.5,109.2,158.8,145.5,150.7,163.4,66.4,121.4,147.6,213.1,215.4,130.5,249.6,136.8
"MorganCounty",68.8,229.6,98.3,238.8,37.5,175.5,68.3,196.7,22.1,122.5,63.6,184.7,167.5,136.2,131.5,227.2,184.1,143.8,216.8,85.3,119.1,222.6,153.4,204.8,136.3,112.7,143.5,196,64.6,243.5,30.3,176.4,202.3,91.9,260.1,116.4,142.8,176,191.7,163,172.6,51,219.4,232.5,228.8,194.8,198.6,101.3,262.9,172.5,200.9,197.7,144.1,67,73.6,263.3,106.8,73.9,53.8,78.9,137,152.8,56.2,256.1,55.3,129.6,113.7,75.7,12.3,107.2,224.9,116.1,170.6,102.1,42.8,255.9,253.9,168.6,161.6,180.6,148.9,99,225,33.7,47.8,19.3,94.5,117.1,262.1,97.8,217.9,153.2,222,103.6,147.1,192.7,229.7,178.2,204,212.5,238.1,125.4
"MoultrieCounty",174.3,207.7,92.6,215.6,143.1,160.8,141.4,234,113.9,62.4,58.4,72.5,72.3,111.4,29.4,195.4,86.6,41.7,193.5,55,33.5,195.8,59,109.6,44,68.7,96.7,130.4,134.5,148.7,135.9,149.7,136.7,191,174.7,204.3,186.6,115.9,162.8,65.4,107.1,124.1,280.6,166.9,202.1,134.7,171.9,160.2,234,149.2,105.6,174.4,117.3,63.8,161.9,244.4,81.3,29.7,105.8,131.7,84.6,129.5,108.5,190.5,97.9,200.3,159.7,79.3,107.2,9.6,201.7,123.5,148.6,36.9,148.4,190.3,188.3,145.4,175.3,85.4,207.7,145,159.4,76.8,136.1,124.9,29.5,160.7,238.8,101.9,175.2,93.1,126.7,189.4,128.5,97.4,134.8,207.6,174.7,146.9,214.8,110.6
"OgleCounty",227.9,419.9,259,45.9,203.2,50.9,290.6,41.5,185.6,177.7,204.2,262.5,280.9,296.9,226.8,95.3,285.5,243.6,38.2,155.2,202.8,81.4,243.6,310.2,256.2,248.5,167.2,342.6,154.5,357.3,253.6,104,348.9,195.4,383.4,152.3,89.3,159.1,352.3,264.3,319.3,273.3,80,379.1,53.2,129.5,67.6,118.9,89.5,75.3,302.4,26.9,126.1,156.5,163.5,70.3,131.5,172.3,241.8,271.9,296.8,99.6,157.8,402.7,169.5,121,306.3,236.4,224.9,201.8,14.2,107.3,331.3,186.9,235.2,402.5,400.5,72.2,322.3,286,87.5,291.6,371.6,194.5,184.3,242.6,209.5,91.5,39.4,129.3,387.4,208.5,327.4,137.3,307.8,306,337.8,44.3,99.5,359.2,40.7,111.3
"PeoriaCounty",125.3,318.4,150.2,142.4,95.7,60.2,181.8,107.5,79.1,99.6,106.7,184.4,202.8,188.1,148.6,151.5,207.4,165.4,120.3,77.1,124.6,146.9,165.5,232.1,178.1,164.5,96.1,247.8,47.4,279.2,144.8,116.6,254.1,105.3,311.9,82.7,65,116.8,243.5,186.2,224.4,164.5,156.6,284.3,143.4,135.6,110.3,38.5,187.2,79.2,224.3,92.3,84.2,55,74.5,166.8,55.4,94.2,132.9,163.1,188.8,35.7,51.3,307.9,63,78.7,197.5,127.5,116.1,123.6,107.3,12.9,222.5,108.8,127.8,307.7,305.7,53.5,213.5,207.9,86.1,182.8,276.8,85.7,76.9,111.6,131.4,37.9,129.7,22.8,269.7,130.4,249.2,67.8,198.9,227.9,259.7,86.3,128.3,264.4,141.6,27.9
"PerryCounty",219.7,84.8,64.1,345.2,206.5,281.9,134.7,328,180.3,191,123.2,157.8,98.9,48.2,144.6,324.1,157.3,134.1,323.1,171.7,162.1,329,182.6,100.1,106,85.6,225.3,32.6,211.8,85.9,133.8,282.8,55.3,260.5,98.4,271.1,285.5,244.5,25.1,136.1,45.6,114.4,377.1,72.2,335.2,263.3,305,259.1,362.6,278.8,137.8,304.1,250.5,173.3,228.3,373,213.1,142.4,108,84.6,67.7,259.1,199.4,95.8,169.9,299.2,55.9,89.9,170.6,148.6,331.3,222.5,10.9,189.1,178.5,95.6,74,275,31,116.2,306.6,57.7,64.7,140.2,202.6,154.5,124.5,259.6,368.5,204.1,51.3,221.8,116.9,258.3,24.3,83.6,77,308,303.3,52.2,344.5,231.7
"PiattCounty",169.2,248.2,117,200.8,137.9,146,167.8,219.3,108.8,26.4,62.7,94.1,109.1,139.7,55,159.5,113.7,71.8,178.8,34.9,34.3,148.3,71.5,138.4,84.4,109.2,51.4,170.9,121.8,185.5,130.8,102.2,177.2,171.1,211.6,189.6,171.9,79.9,203.3,92.6,147.5,150.5,265.9,207.4,154.6,98.7,124.3,145.4,198,134.5,134,159.7,79,58.7,142,208.4,66.6,29.7,118.9,149.1,125.1,114.8,95.8,231,92.8,185.5,183.5,94.3,102.1,36.9,186.9,108.8,189.1,10.8,143.3,230.8,228.8,130.6,199.5,114.3,192.9,168.8,199.9,71.7,131,119.8,63.7,146,224.1,93.4,215.7,57.2,155.6,174.7,153.2,134.3,166.1,192.9,138.7,187.4,200.1,95.9
"PikeCounty",45.8,230.6,139.5,280,36.4,187.2,50.9,214.7,56.5,163.7,104.8,225.9,208.7,142.4,172.7,268.3,225.3,185,257.9,126.5,160.3,263.8,194.6,240.3,177.5,153.8,184.7,203.9,92.7,251.4,46.1,217.6,210.1,86.6,268,121.1,160.7,217.2,199.5,204.1,180.5,66.8,237.3,240.4,270,236,239.8,130.2,304.1,213.7,242.1,238.9,185.3,108.1,78.3,304.5,148,115.1,84.2,95.7,178.2,194,98.8,264,96.5,134.3,123.8,116.9,42.8,148.4,235.2,127.8,178.5,143.3,15,263.8,250.9,209.8,156.8,221.8,166.8,121.9,232.9,74.8,52.5,25.1,135.7,152.4,248.8,139,234,194.4,257.1,108.3,155,213.1,237.5,196.2,245.1,220.4,279.3,166.6
"PopeCounty",304.9,67.6,149.4,416.4,291.7,361.6,220,413.3,265.6,232.7,186.3,199.5,140.6,133.4,186.3,365.8,139.6,175.8,394.4,240.2,203.8,374.2,224.3,86.8,147.7,146.7,267,62.4,297,57.8,219,317.7,54.8,345.8,25.9,356.4,370.7,286.2,63.3,131.6,87.3,199.6,462.3,23.8,370.1,305,339.9,344.3,404.3,350.1,118.6,375.3,294.5,258.5,313.6,414.7,282.2,214.8,193.2,169.9,109.4,330.4,284.6,33.5,255.1,384.4,147.2,173.9,255.9,190.3,402.5,307.7,95.6,230.8,263.8,10,47.9,346.2,108.9,109.9,391.8,153.3,27.9,225.4,287.8,239.8,183.9,344.9,439.7,289.4,41.4,263.4,97.7,343.6,113.1,81.9,61,393.3,345,46.1,415.7,311.5
"PulaskiCounty",287.8,22.7,147.4,414.4,289.7,359.6,218,411.3,263.6,230.7,184.4,197.5,138.6,131.4,184.3,363.8,196.9,173.8,392.4,238.2,201.8,372.2,222.3,139.8,145.7,144.8,265,60.5,295,86.7,217,315.7,85.5,328.6,68.4,354.4,368.7,284.2,49.7,175.8,85.3,197.6,460.3,30.7,368.1,303,337.9,342.3,402.3,348.1,177.5,373.3,292.5,256.6,311.6,412.7,280.2,212.9,191.2,167.9,107.4,328.4,282.7,46.8,253.2,382.4,118.9,171.9,253.9,188.3,400.5,305.7,74.1,228.8,250.9,47.9,7.3,344.2,95.3,155.9,389.8,151.3,67.7,223.4,285.8,237.8,181.9,342.9,437.7,287.4,23.5,261.4,156.6,341.6,111.1,123.3,101.6,391.3,343,44.1,413.7,309.5
"PutnamCounty",178.1,363.6,202.7,95.6,148.5,25.1,234.3,98.4,131.9,121.4,147.9,206.2,224.6,240.6,170.4,104.7,229.2,187.2,73.5,98.9,146.4,100.2,187.3,253.9,199.9,192.2,110.9,286.3,100.2,301,197.3,62.5,292.6,158.1,327,141.5,68.6,115.8,296,208,263,217,135.3,322.8,96.6,111.8,63.5,91.3,140.4,29.2,246.1,57.3,69.8,100.2,127.3,120,75.2,116,185.5,215.6,240.5,27.7,104.1,346.4,115.8,110.2,250,180.1,168.6,145.4,72.2,53.5,275,130.6,209.8,346.2,344.2,6.8,266,229.7,81.6,235.3,315.3,138.2,129.6,186.3,153.2,53.1,94.7,75.6,331.1,152.2,271,126.6,251.4,249.7,281.5,72,81.5,302.9,94.8,49.2
"RandolphCounty",193.7,96.8,83.1,336.2,175.4,272.9,119.9,319,171.3,217.6,129.4,184.5,125.5,69.1,171.3,324.5,183.9,160.8,314.1,182.7,188.7,320,209.2,126.8,132.6,109.1,252,59.2,202.8,112.5,118.9,273.8,81.9,234.5,125.1,262.2,276.5,271.2,46.3,162.7,72.3,99.6,368.1,85.7,326.2,289.9,296,250.1,360.3,269.8,164.4,295.1,241.5,164.3,219.3,360.6,204.1,156.7,99,69.8,83.9,250.1,190.4,109.3,160.9,290.2,36.3,102.2,161.6,175.3,322.3,213.5,31,199.5,156.8,109.1,95.2,266,12.6,142.9,297.6,45.6,91.3,131.2,193.6,139.7,148.1,250.6,359.5,195.1,72.5,248.4,143.6,249.3,47.5,110.2,103.6,299,301.3,66.5,335.5,222.7
"RichlandCounty",247.7,175.3,97.8,299.9,216.5,245.1,171.5,318.4,190.3,116.2,105.1,62.5,30,79.5,63.2,249.2,42.9,45.5,277.8,150.2,87.2,257.7,87.2,24.3,49.1,73.8,150.5,98,221.8,79.7,170.2,201.2,72.5,267.5,105.8,288.7,270.9,169.7,130.4,21.7,74.7,155.2,364.9,115.2,253.6,188.4,223.4,244.5,287.8,233.6,21.9,258.8,178,144,238.4,298.2,165.7,109.9,134.3,136.8,52.2,213.9,188.7,136,159.8,284.6,141,109.3,180.6,85.4,286,207.9,116.2,114.3,221.8,109.9,155.9,229.7,142.9,9.8,292,118,85,150.2,212.6,198.3,79,245.1,323.2,192.5,142.8,122.4,41.5,273.8,96.2,39.5,51.9,292,228.4,114.6,299.2,194.9
"RockIslandCounty",142,402.5,234.3,129.5,134.8,60.3,199.2,66.9,135.4,183.7,190.8,268.5,286.9,272.2,232.8,165.2,291.5,249.6,107.4,161.2,208.8,150.6,249.6,316.2,262.2,248.6,180.3,331.9,86.1,363.3,177.4,123,338.2,109.5,396.1,66.3,29.4,187.7,327.6,270.3,308.6,198.1,85.1,368.4,130.5,172.3,124,50.5,173.1,94.3,308.4,76.5,141.7,139.1,77.6,153.9,139.5,178.3,217.1,247.2,273,93.9,116.3,392,133.6,31.8,281.6,211.7,148.9,207.8,87.5,86.1,306.6,192.9,166.8,391.8,389.8,81.6,297.6,292,10.9,266.9,360.9,169.8,115.9,163,215.5,65.5,101.1,106.9,353.8,214.5,333.4,51.4,283,312,343.8,48.4,142,348.5,128.8,112
"StClairCounty",166.5,125,56.1,305.5,133.6,242.2,78.2,288.4,140.6,187.4,98.7,154.2,100.6,42.5,141,293.8,153.6,130.5,283.4,152,158.4,289.3,178.9,129.9,105.8,82.1,210.2,93.4,172.1,141,77.2,243.1,99.7,207.4,157.6,212.5,245.8,240.9,78.7,132.4,70.1,57.8,337.4,129.9,295.5,259.7,265.3,219.4,329.6,239.2,138.6,264.4,210.8,133.6,169.6,330,173.5,126,68.3,28,67,219.5,159.7,153.5,130.2,259.5,23.6,71.5,99,145,291.6,182.8,57.7,168.8,121.9,153.3,151.3,235.3,45.6,118,266.9,13.4,122.4,100.5,143.9,97.9,116.4,220,328.8,164.5,104.9,218.1,146.7,199.6,44.5,102.6,127.1,268.4,270.6,110,304.8,192.1
"SalineCounty",274.1,87.1,118.5,385.5,260.8,330.7,189.1,382.4,234.7,201.8,155.5,168.6,86.4,102.5,155.4,334.9,114.7,144.9,363.5,209.3,172.9,343.3,160.3,61.9,116.8,115.9,236.1,34.7,266.1,21.2,188.1,286.8,29.9,314.9,33.8,325.5,339.8,255.3,46.2,106.6,56.4,168.7,431.5,33.2,339.2,274.1,309,313.4,373.4,319.2,93.7,344.4,263.7,227.7,282.7,383.8,251.3,184,162.3,139,78.5,299.5,253.8,54.1,224.3,353.5,116.3,143,225,159.4,371.6,276.8,64.7,199.9,232.9,27.9,67.7,315.3,91.3,85,360.9,122.4,10.1,194.6,256.9,208.9,153,314,408.8,258.5,54.5,232.6,72.8,312.7,82.2,57,36.1,362.4,314.1,26.3,384.8,280.6
"SangamonCounty",100.7,236.1,67.9,208.4,69.5,145.1,99.6,191.3,43.3,92.1,33.2,154.3,137.1,105.8,101.1,196.7,153.7,113.4,186.3,54.9,88.7,192.2,123,174.4,105.9,82.2,113.1,165.6,74.8,213.1,62.3,146,171.8,120.5,229.7,134.2,148.7,145.6,161.2,132.5,142.2,82.2,240.3,202,198.4,164.4,168.2,122.3,232.5,142.1,170.5,167.3,113.7,36.5,91.3,232.8,76.4,43.5,50.7,80.8,106.6,122.4,62.4,225.7,32.9,162.4,115.3,45.3,33.7,76.8,194.5,85.7,140.2,71.7,74.8,225.4,223.4,138.2,131.2,150.2,169.8,100.5,194.6,15.2,65.6,51.3,64.1,122.9,231.7,67.4,187.4,122.8,191.6,121.3,116.7,162.3,199.2,171.3,173.5,182.1,207.7,94.9
"SchuylerCounty",50,279.3,130.3,226.3,20.4,136.3,84.9,163.7,23.5,151.4,95.6,216.6,199.5,168.1,160.4,228.8,216.1,172.7,204.2,110.2,148,224.3,182.3,236.7,168.3,144.6,140.1,227.9,41.8,275.5,70.2,178.1,234.2,56.5,292,70.1,109.8,178.4,223.6,194.9,204.5,90.9,186.4,264.4,227.3,197.1,186.4,79.2,264.5,155.3,232.8,173.3,145.8,87.8,27.3,250.7,103.3,102.9,100.2,125.4,168.9,111.8,44.5,288,61.8,83.3,158.6,107.6,47.8,136.1,184.3,76.9,202.6,131,52.5,287.8,285.8,129.6,193.6,212.6,115.9,143.9,256.9,65.6,10.8,48.7,126.4,101.5,197.9,73.9,249.8,182.2,253.9,57.3,179,224.6,261.6,145.2,205.6,244.4,225.6,105.1
"ScottCounty",72.8,228.6,99.7,256.5,38.4,171,49.7,210.8,41.1,140.1,81.3,202.4,185.2,120.5,149.2,244.8,201.8,161.5,234.4,103,136.8,240.3,171.1,216.3,154,130.3,161.2,179.9,83.7,227.4,24.3,194.1,186.1,92.8,244,117.3,156.9,193.7,175.6,180.6,156.5,45,233.5,216.4,246.5,212.4,216.3,120.4,280.5,190.1,218.6,215.4,161.8,84.6,74.4,280.9,124.4,91.6,62.3,73.8,154.7,170.4,75.2,240,73,130.5,112.7,93.4,19.3,124.9,242.6,111.6,154.5,119.8,25.1,239.8,237.8,186.3,139.7,198.3,163,97.9,208.9,51.3,48.7,8.2,112.2,136.2,279.8,115.4,201.8,170.9,233.1,104.4,131,189.1,213.6,192.3,221.6,196.4,255.8,143
"ShelbyCounty",161.6,201.3,68.7,223.3,130.3,168.5,115.4,241.8,104.2,81.5,32.4,79.9,65.8,87.5,35.1,208.2,82.4,46.8,201.3,62.8,52.6,203.6,73.1,103.1,37.5,54.8,105.1,124,133.3,142.2,112.1,157.4,130.3,181.3,168.3,212.1,194.3,135,156.4,61.3,100.6,98.1,288.4,160.5,209.8,153.8,179.6,167.9,243.9,157,99.2,182.2,125.1,71.6,152.2,247.8,89.1,37.5,79.7,96.7,78.2,137.3,116.3,184.1,87.1,208,131.1,53.3,94.5,29.5,209.4,131.3,124.5,63.7,135.7,183.9,181.9,153.1,148.1,79,215.4,116.4,153,64.1,126.4,112.2,14.3,168.5,246.6,109.7,168.8,112.3,120.3,197.2,101,91,128.4,215.4,185,140.5,222.6,118.4
"StarkCounty",158.5,355.6,187.4,133.5,120.3,47.4,183.7,82.2,103.7,136.8,143.8,221.6,239.9,225.2,185.8,152.4,244.6,202.6,111.5,114.2,161.8,147.8,202.7,269.2,215.2,201.7,133.3,285,65.6,316.3,145.7,110.1,291.3,125.9,349.1,82.8,39.7,132.1,280.7,223.4,261.6,166.4,119.2,321.5,134.5,119.3,111.1,43.7,188.1,81.5,261.5,79.6,86.1,92.2,94.1,158,92.6,131.4,170.1,200.3,226,35.9,88.5,345.1,100.2,58.3,234.7,164.7,117.1,160.8,91.5,37.9,259.6,146,152.4,344.9,342.9,53.1,250.6,245.1,65.5,220,314,122.9,101.5,136.2,168.6,8.7,114,60,306.9,167.6,286.4,67.9,236.1,265.1,296.9,63.7,129.2,301.5,132.8,60.8
"StephensonCounty",241.5,457.1,296.2,53.3,216.7,73.3,281.2,37.4,217.4,214.9,241.4,299.7,318.1,334,263.9,118.4,322.7,280.7,75.4,192.4,239.9,107.6,280.8,347.4,293.4,285.7,204.4,379.8,168.1,394.5,290.8,141.1,386.1,208.9,420.5,165.8,102.8,199.8,389.5,301.5,356.5,310.5,45.5,416.3,88.4,170.1,104.7,132.5,96.8,112.5,339.6,49.3,163.2,193.7,177.1,77.7,168.7,209.5,279,309.1,334,112.9,180.3,439.9,192,134.6,343.5,273.5,262.1,238.9,39.4,129.7,368.5,224.1,248.8,439.7,437.7,94.7,359.5,323.2,101.1,328.8,408.8,231.7,197.9,279.8,246.7,114,12.2,151.8,424.6,245.7,364.5,150.9,344.9,343.2,375,61.6,136.7,396.4,35.1,148.5
"TazewellCounty",122.4,300.1,131.9,163.2,92.8,82.2,163.5,128.4,76.2,84.2,88.3,169,187.4,169.7,133.2,162.4,191.9,150,141.2,62,109.2,157.8,150.1,216.6,162.6,146.2,88.8,229.5,49.7,277,126.5,111.6,235.8,106.2,293.6,103.6,85.8,111.9,225.2,170.8,206.1,146.2,177.4,266,164,130.7,133.8,59.4,198.1,96.9,208.9,114.4,79.3,36.7,77.1,187.7,50.5,73.6,114.6,144.8,170.5,57.8,48.5,289.6,60.2,99.5,179.2,109.2,97.8,101.9,129.3,22.8,204.1,93.4,139,289.4,287.4,75.6,195.1,192.5,106.9,164.5,258.5,67.4,73.9,115.4,109.7,60,151.8,13.2,251.4,114.9,233.8,88.7,180.6,212.5,263.2,108.4,139.2,246,162.5,38.7
"UnionCounty",270.9,42.9,111.5,401.3,253.8,346.5,182.1,375.4,227.7,217.6,171.2,184.4,125.5,95.5,171.2,350.6,183.8,160.7,379.3,225.1,188.7,359.1,209.1,126.7,132.6,131.6,251.9,47.3,259.1,73.5,181.1,302.6,72.3,311.7,61.9,318.5,332.8,271.1,27,162.6,72.2,161.7,424.4,24.1,355,289.9,324.8,306.4,389.2,335,164.4,360.2,279.4,220.6,275.7,399.6,267.1,199.7,155.3,131.9,94.3,315.3,246.8,40.3,217.2,346.5,95.7,158.8,218,175.2,387.4,269.8,51.4,215.7,234,41.4,23.5,331.1,72.6,142.8,353.9,105,54.5,187.5,249.9,201.9,168.8,307,424.6,251.5,10.6,248.3,143.5,305.7,71.7,110.2,88.5,355.4,329.9,31,400.6,296.4
"VermilionCounty",220.3,280.9,165.8,222.4,189.1,167.6,218.9,240.8,159.9,31.2,113.8,67,141.8,184.6,87.7,148.7,89.3,90.8,200.3,72.7,63.7,157.2,42.3,146.6,117.1,141.8,73,203.6,167.7,190.2,181.9,123.7,209.8,203.1,216.3,211.2,193.4,61.2,235.9,100.7,180.2,201.6,287.4,240,164,87.9,145.9,167,187.3,156,106.4,181.3,100.5,101.2,173.9,197.7,88.2,80.8,170.1,200.2,157.8,136.4,127.7,263.6,143.9,207.1,232.9,145.5,153.2,93.1,208.5,130.4,221.8,57.2,194.4,263.4,261.4,152.2,248.4,122.4,214.5,218.1,232.6,122.8,182.2,170.9,112.3,167.6,245.7,114.9,248.3,15.5,132.3,196.2,201.7,167,162.4,214.4,127.9,220.1,221.7,117.4
"WabashCounty",298.3,176.1,142.8,341.2,257.9,286.4,213.3,359.7,231.7,157.5,146.5,87.9,68.2,126.8,104.5,290.6,51.4,86.8,319.2,191.5,128.6,299,97.1,18.3,90.5,115.2,191.8,98.8,263.1,67.5,212.4,242.6,59,308.8,93.6,330,312.3,186.3,131.1,63.1,66.1,193,406.3,103,295,229.8,264.8,285.8,329.1,274.9,30.4,300.1,219.4,185.4,279.7,339.5,207,151.3,186.6,163.2,102.8,255.2,230.1,123.8,201.2,325.9,165.1,150.7,222,126.7,327.4,249.2,116.9,155.6,257.1,97.7,156.6,271,143.6,41.5,333.4,146.7,72.8,191.6,253.9,233.1,120.3,286.4,364.5,233.8,143.5,132.3,7.8,315.1,106.5,38.7,39.7,333.3,269.8,115.3,340.5,236.3
"WarrenCounty",94.5,335.1,186.1,179.3,76.2,105.2,140.7,116.8,79.2,165.5,172.5,250.3,268.6,223.9,214.5,210.2,273.2,231.3,157.3,142.9,190.5,200.4,231.4,297.9,243.9,200.4,162,283.7,57.4,331.2,125.9,167.9,290,61,347.8,21.4,62.8,182.7,279.4,252.1,260.3,146.6,139.4,320.2,180.3,201.5,168.9,32.3,222.9,139.3,290.2,126.3,150.1,120.9,30.2,203.8,121.3,160,156,181.1,224.7,102.8,82.4,343.8,99.7,30,214.4,163.4,103.6,189.5,137.3,67.8,258.3,174.7,108.3,343.6,341.6,126.6,249.3,273.8,51.4,199.6,312.7,121.3,57.3,104.4,197.3,67.9,150.9,88.7,305.6,196.2,315.1,12,234.8,293.8,317.4,98.3,187,300.2,178.6,93.8
"WashingtonCounty",196.2,105.1,40.6,321.6,182.9,258.3,111.2,304.5,156.8,170.9,99.7,137.7,78.8,24.6,124.5,304,137.2,114,299.6,148.1,142,305.4,162.5,89.6,85.9,62.1,205.2,53.2,188.2,100.8,110.2,259.3,59.5,237,117.3,247.6,262,224.4,45.4,116,29.8,90.8,353.6,89.7,311.6,243.2,281.5,235.5,342.5,255.3,116.8,280.5,226.9,149.8,204.8,352.9,189.6,118.9,84.4,61.1,37.1,235.6,175.9,113.3,146.4,275.6,62.9,66.4,147.1,128.5,307.8,198.9,24.3,153.2,155,113.1,111.1,251.4,47.5,96.2,283,44.5,82.2,116.7,179,131,101,236.1,344.9,180.6,71.6,201.7,106.5,234.8,12.2,62.4,86.9,284.5,283.2,69.7,320.9,208.2
"WayneCounty",254.3,142.7,95.3,319.9,228.6,265.1,169.3,338.4,202.4,136.2,117.2,103,29.9,79.3,89.8,269.3,82.3,79.3,297.9,147.3,107.3,277.7,127.8,24.3,61.1,85.9,170.5,65.4,233.8,51.6,168.3,221.3,33.5,279.5,77.7,308.7,291,189.7,97.8,61.1,33.5,148.9,385,101.9,273.6,208.5,243.4,264.5,307.8,253.6,60.1,278.8,198.1,156.1,250.4,318.2,185.7,122,142.5,119.2,52.1,233.9,200.8,125.5,171.9,304.6,121,121.4,192.7,97.4,306,227.9,83.6,134.3,213.1,81.9,123.3,249.7,110.2,39.5,312,102.6,57,162.3,224.6,189.1,91,265.1,343.2,212.5,110.2,167,38.7,293.8,62.4,13.8,37.8,312,248.5,81.9,319.2,215
"WhiteCounty",278.7,121,123.2,351.7,265.5,296.9,193.8,370.2,239.4,168,160.1,114.3,67.3,107.2,115,301,81.6,97.3,329.6,202,139.1,309.5,127.2,28.8,121.5,120.5,202.3,49.3,270.8,30.8,192.8,253,22.3,319.5,56.9,330.2,322.7,221.5,81.6,73.5,49.3,173.4,416.7,66.3,305.4,240.3,275.2,296.3,339.6,285.4,60.6,310.6,229.8,232.3,287.4,350,217.5,159.3,167,143.6,83.2,265.7,258.4,87.2,228.9,336.4,128.6,147.6,229.7,134.8,337.8,259.7,77,166.1,237.5,61,101.6,281.5,103.6,51.9,343.8,127.1,36.1,199.2,261.6,213.6,128.4,296.9,375,263.2,88.5,162.4,39.7,317.4,86.9,37.8,11.5,343.8,280.3,60.2,351,246.8
